# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeMaxNs,1688833480279000000,1688833540270000000,16374562815
AWTEventQueue.dispatchTime90PNs,1688833480279000000,1688833540270000000,6586367
FlushQueue.executionTimeMaxNs,1688833480279000000,1688833540270000000,16173236223
NonBlockingReadAction.failedExecutionTimeUs,1688833480279000000,1688833540270000000,0
FlushQueue.waitingTimeAvgNs,1688833480279000000,1688833540270000000,4.729952086204082E8
FilePageCache.totalPageDisposalsUs,1688833540270000000,1688833600272000000,60
FilePageCache.maxRegisteredFiles,1688833540270000000,1688833600272000000,708
DirectByteBufferAllocator.hits,1688833540270000000,1688833600272000000,0
FilePageCache.totalPageLoadsUs,1688833540270000000,1688833600272000000,307703
StorageLockContext.competingThreads.90P,1688833540270000000,1688833600272000000,0
FilePageCache.pageHits,1688833540270000000,1688833600272000000,685
DirectByteBufferAllocator.misses,1688833540270000000,1688833600272000000,59
FilePageCache.disposedBuffers,1688833540270000000,1688833600272000000,0
StorageLockContext.competingThreads.max,1688833540270000000,1688833600272000000,0
StorageLockContext.competingThreads.avg,1688833540270000000,1688833600272000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1688833540270000000,1688833600272000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1688833540270000000,1688833600272000000,0
FilePageCache.pageLoads,1688833540270000000,1688833600272000000,59
DirectByteBufferAllocator.disposed,1688833540270000000,1688833600272000000,0
FilePageCache.pageFastCacheHits,1688833540270000000,1688833600272000000,225214
FilePageCache.uncachedFileAccess,1688833540270000000,1688833600272000000,0
FilePageCache.capacityInBytes,1688833540270000000,1688833600272000000,524288000
DirectByteBufferAllocator.reclaimed,1688833540270000000,1688833600272000000,0
FilePageCache.maxCacheSizeInBytes,1688833540270000000,1688833600272000000,326197248
FileNameCache.queries,1688833540270000000,1688833600272000000,734863
FileNameCache.fastMisses,1688833540270000000,1688833600272000000,32250
FileNameCache.totalMisses,1688833540270000000,1688833600272000000,20645
FlushQueue.queueSizeAvg,1688833540270000000,1688833600272000000,0.6180228648285138
NonBlockingReadAction.finalizedExecutionTimeUs,1688833540270000000,1688833600272000000,0
NonBlockingReadAction.failedExecutionsCount,1688833540270000000,1688833600272000000,0
AWTEventQueue.eventsDispatched,1688833540270000000,1688833600272000000,5504
FlushQueue.queueSize90P,1688833540270000000,1688833600272000000,1
FlushQueue.executionTime90PNs,1688833540270000000,1688833600272000000,684031
FlushQueue.waitingTime90PNs,1688833540270000000,1688833600272000000,3375103
FlushQueue.queueSizeMax,1688833540270000000,1688833600272000000,21
FlushQueue.tasksExecuted,1688833540270000000,1688833600272000000,1487
FlushQueue.waitingTimeMaxNs,1688833540270000000,1688833600272000000,51642367
AWTEventQueue.dispatchTimeAvgNs,1688833540270000000,1688833600272000000,815218.976744186
NonBlockingReadAction.finalizedExecutionsCount,1688833540270000000,1688833600272000000,0
FlushQueue.executionTimeAvgNs,1688833540270000000,1688833600272000000,271232.36583725625
AWTEventQueue.dispatchTimeMaxNs,1688833540270000000,1688833600272000000,46137343
AWTEventQueue.dispatchTime90PNs,1688833540270000000,1688833600272000000,1458175
FlushQueue.executionTimeMaxNs,1688833540270000000,1688833600272000000,13303807
NonBlockingReadAction.failedExecutionTimeUs,1688833540270000000,1688833600272000000,0
FlushQueue.waitingTimeAvgNs,1688833540270000000,1688833600272000000,1709504.0430396772
FilePageCache.totalPageDisposalsUs,1688833600272000000,1688833660260000000,4
FilePageCache.maxRegisteredFiles,1688833600272000000,1688833660260000000,708
DirectByteBufferAllocator.hits,1688833600272000000,1688833660260000000,0
FilePageCache.totalPageLoadsUs,1688833600272000000,1688833660260000000,147468
StorageLockContext.competingThreads.90P,1688833600272000000,1688833660260000000,0
FilePageCache.pageHits,1688833600272000000,1688833660260000000,26
DirectByteBufferAllocator.misses,1688833600272000000,1688833660260000000,4
FilePageCache.disposedBuffers,1688833600272000000,1688833660260000000,0
StorageLockContext.competingThreads.max,1688833600272000000,1688833660260000000,0
StorageLockContext.competingThreads.avg,1688833600272000000,1688833660260000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1688833600272000000,1688833660260000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1688833600272000000,1688833660260000000,0
FilePageCache.pageLoads,1688833600272000000,1688833660260000000,4
DirectByteBufferAllocator.disposed,1688833600272000000,1688833660260000000,0
FilePageCache.pageFastCacheHits,1688833600272000000,1688833660260000000,142855
FilePageCache.uncachedFileAccess,1688833600272000000,1688833660260000000,0
FilePageCache.capacityInBytes,1688833600272000000,1688833660260000000,524288000
DirectByteBufferAllocator.reclaimed,1688833600272000000,1688833660260000000,0
FilePageCache.maxCacheSizeInBytes,1688833600272000000,1688833660260000000,326230016
FileNameCache.queries,1688833600272000000,1688833660260000000,475563
FileNameCache.fastMisses,1688833600272000000,1688833660260000000,83659
FileNameCache.totalMisses,1688833600272000000,1688833660260000000,729
FlushQueue.queueSizeAvg,1688833600272000000,1688833660260000000,0.12072892938496584
NonBlockingReadAction.finalizedExecutionTimeUs,1688833600272000000,1688833660260000000,0
NonBlockingReadAction.failedExecutionsCount,1688833600272000000,1688833660260000000,0
AWTEventQueue.eventsDispatched,1688833600272000000,1688833660260000000,4673
FlushQueue.queueSize90P,1688833600272000000,1688833660260000000,1
FlushQueue.executionTime90PNs,1688833600272000000,1688833660260000000,509951
FlushQueue.waitingTime90PNs,1688833600272000000,1688833660260000000,1695743
FlushQueue.queueSizeMax,1688833600272000000,1688833660260000000,4
FlushQueue.tasksExecuted,1688833600272000000,1688833660260000000,878
FlushQueue.waitingTimeMaxNs,1688833600272000000,1688833660260000000,383778815
AWTEventQueue.dispatchTimeAvgNs,1688833600272000000,1688833660260000000,1201088.0958698909
NonBlockingReadAction.finalizedExecutionsCount,1688833600272000000,1688833660260000000,0
FlushQueue.executionTimeAvgNs,1688833600272000000,1688833660260000000,1738219.5170842824
AWTEventQueue.dispatchTimeMaxNs,1688833600272000000,1688833660260000000,505413631
AWTEventQueue.dispatchTime90PNs,1688833600272000000,1688833660260000000,1294335
FlushQueue.executionTimeMaxNs,1688833600272000000,1688833660260000000,503316479
NonBlockingReadAction.failedExecutionTimeUs,1688833600272000000,1688833660260000000,0
FlushQueue.waitingTimeAvgNs,1688833600272000000,1688833660260000000,4216717.703872438
FilePageCache.totalPageDisposalsUs,1688833660260000000,1688833720261000000,17
FilePageCache.maxRegisteredFiles,1688833660260000000,1688833720261000000,708
DirectByteBufferAllocator.hits,1688833660260000000,1688833720261000000,0
FilePageCache.totalPageLoadsUs,1688833660260000000,1688833720261000000,3542
StorageLockContext.competingThreads.90P,1688833660260000000,1688833720261000000,0
FilePageCache.pageHits,1688833660260000000,1688833720261000000,1212
DirectByteBufferAllocator.misses,1688833660260000000,1688833720261000000,25
FilePageCache.disposedBuffers,1688833660260000000,1688833720261000000,0
StorageLockContext.competingThreads.max,1688833660260000000,1688833720261000000,0
StorageLockContext.competingThreads.avg,1688833660260000000,1688833720261000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1688833660260000000,1688833720261000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1688833660260000000,1688833720261000000,0
FilePageCache.pageLoads,1688833660260000000,1688833720261000000,25
DirectByteBufferAllocator.disposed,1688833660260000000,1688833720261000000,0
FilePageCache.pageFastCacheHits,1688833660260000000,1688833720261000000,230223
FilePageCache.uncachedFileAccess,1688833660260000000,1688833720261000000,4
FilePageCache.capacityInBytes,1688833660260000000,1688833720261000000,524288000
DirectByteBufferAllocator.reclaimed,1688833660260000000,1688833720261000000,0
FilePageCache.maxCacheSizeInBytes,1688833660260000000,1688833720261000000,326434816
FileNameCache.queries,1688833660260000000,1688833720261000000,3085992
FileNameCache.fastMisses,1688833660260000000,1688833720261000000,760969
FileNameCache.totalMisses,1688833660260000000,1688833720261000000,85
FlushQueue.queueSizeAvg,1688833660260000000,1688833720261000000,0.22707423580786026
NonBlockingReadAction.finalizedExecutionTimeUs,1688833660260000000,1688833720261000000,12109469
NonBlockingReadAction.failedExecutionsCount,1688833660260000000,1688833720261000000,1
AWTEventQueue.eventsDispatched,1688833660260000000,1688833720261000000,3660
FlushQueue.queueSize90P,1688833660260000000,1688833720261000000,1
FlushQueue.executionTime90PNs,1688833660260000000,1688833720261000000,509951
FlushQueue.waitingTime90PNs,1688833660260000000,1688833720261000000,1835007
FlushQueue.queueSizeMax,1688833660260000000,1688833720261000000,10
FlushQueue.tasksExecuted,1688833660260000000,1688833720261000000,687
FlushQueue.waitingTimeMaxNs,1688833660260000000,1688833720261000000,11408506879
AWTEventQueue.dispatchTimeAvgNs,1688833660260000000,1688833720261000000,3985106.937704918
NonBlockingReadAction.finalizedExecutionsCount,1688833660260000000,1688833720261000000,3
FlushQueue.executionTimeAvgNs,1688833660260000000,1688833720261000000,1.8323103301310044E7
AWTEventQueue.dispatchTimeMaxNs,1688833660260000000,1688833720261000000,11408506879
AWTEventQueue.dispatchTime90PNs,1688833660260000000,1688833720261000000,1130495
FlushQueue.executionTimeMaxNs,1688833660260000000,1688833720261000000,11408506879
NonBlockingReadAction.failedExecutionTimeUs,1688833660260000000,1688833720261000000,67975
FlushQueue.waitingTimeAvgNs,1688833660260000000,1688833720261000000,1.3514590695778748E8
FilePageCache.totalPageDisposalsUs,1688833720261000000,1688833780269000000,64
FilePageCache.maxRegisteredFiles,1688833720261000000,1688833780269000000,708
DirectByteBufferAllocator.hits,1688833720261000000,1688833780269000000,0
FilePageCache.totalPageLoadsUs,1688833720261000000,1688833780269000000,1919125
StorageLockContext.competingThreads.90P,1688833720261000000,1688833780269000000,0
FilePageCache.pageHits,1688833720261000000,1688833780269000000,2813
DirectByteBufferAllocator.misses,1688833720261000000,1688833780269000000,68
FilePageCache.disposedBuffers,1688833720261000000,1688833780269000000,0
StorageLockContext.competingThreads.max,1688833720261000000,1688833780269000000,2
StorageLockContext.competingThreads.avg,1688833720261000000,1688833780269000000,0.04310344827586207
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1688833720261000000,1688833780269000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1688833720261000000,1688833780269000000,0
FilePageCache.pageLoads,1688833720261000000,1688833780269000000,68
DirectByteBufferAllocator.disposed,1688833720261000000,1688833780269000000,0
FilePageCache.pageFastCacheHits,1688833720261000000,1688833780269000000,391667
FilePageCache.uncachedFileAccess,1688833720261000000,1688833780269000000,12
FilePageCache.capacityInBytes,1688833720261000000,1688833780269000000,524288000
DirectByteBufferAllocator.reclaimed,1688833720261000000,1688833780269000000,0
FilePageCache.maxCacheSizeInBytes,1688833720261000000,1688833780269000000,357163008
FileNameCache.queries,1688833720261000000,1688833780269000000,856154
FileNameCache.fastMisses,1688833720261000000,1688833780269000000,115201
FileNameCache.totalMisses,1688833720261000000,1688833780269000000,41
FlushQueue.queueSizeAvg,1688833720261000000,1688833780269000000,1.8097913322632424
NonBlockingReadAction.finalizedExecutionTimeUs,1688833720261000000,1688833780269000000,24606732
NonBlockingReadAction.failedExecutionsCount,1688833720261000000,1688833780269000000,3
AWTEventQueue.eventsDispatched,1688833720261000000,1688833780269000000,2539
FlushQueue.queueSize90P,1688833720261000000,1688833780269000000,5
FlushQueue.executionTime90PNs,1688833720261000000,1688833780269000000,995327
FlushQueue.waitingTime90PNs,1688833720261000000,1688833780269000000,58195967
FlushQueue.queueSizeMax,1688833720261000000,1688833780269000000,31
FlushQueue.tasksExecuted,1688833720261000000,1688833780269000000,1246
FlushQueue.waitingTimeMaxNs,1688833720261000000,1688833780269000000,1602224127
AWTEventQueue.dispatchTimeAvgNs,1688833720261000000,1688833780269000000,3177536.2772745173
NonBlockingReadAction.finalizedExecutionsCount,1688833720261000000,1688833780269000000,122
FlushQueue.executionTimeAvgNs,1688833720261000000,1688833780269000000,3119822.028892456
AWTEventQueue.dispatchTimeMaxNs,1688833720261000000,1688833780269000000,1602224127
AWTEventQueue.dispatchTime90PNs,1688833720261000000,1688833780269000000,1843199
FlushQueue.executionTimeMaxNs,1688833720261000000,1688833780269000000,1602224127
NonBlockingReadAction.failedExecutionTimeUs,1688833720261000000,1688833780269000000,461730
FlushQueue.waitingTimeAvgNs,1688833720261000000,1688833780269000000,4.3097078215088286E7
FilePageCache.totalPageDisposalsUs,1688833780269000000,1688833840260000000,10
FilePageCache.maxRegisteredFiles,1688833780269000000,1688833840260000000,708
DirectByteBufferAllocator.hits,1688833780269000000,1688833840260000000,0
FilePageCache.totalPageLoadsUs,1688833780269000000,1688833840260000000,439825
StorageLockContext.competingThreads.90P,1688833780269000000,1688833840260000000,0
FilePageCache.pageHits,1688833780269000000,1688833840260000000,6433
DirectByteBufferAllocator.misses,1688833780269000000,1688833840260000000,10
FilePageCache.disposedBuffers,1688833780269000000,1688833840260000000,0
StorageLockContext.competingThreads.max,1688833780269000000,1688833840260000000,0
StorageLockContext.competingThreads.avg,1688833780269000000,1688833840260000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1688833780269000000,1688833840260000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1688833780269000000,1688833840260000000,0
FilePageCache.pageLoads,1688833780269000000,1688833840260000000,10
DirectByteBufferAllocator.disposed,1688833780269000000,1688833840260000000,0
FilePageCache.pageFastCacheHits,1688833780269000000,1688833840260000000,26829
FilePageCache.uncachedFileAccess,1688833780269000000,1688833840260000000,12
FilePageCache.capacityInBytes,1688833780269000000,1688833840260000000,524288000
DirectByteBufferAllocator.reclaimed,1688833780269000000,1688833840260000000,0
FilePageCache.maxCacheSizeInBytes,1688833780269000000,1688833840260000000,367648768
FileNameCache.queries,1688833780269000000,1688833840260000000,1839
FileNameCache.fastMisses,1688833780269000000,1688833840260000000,100
FileNameCache.totalMisses,1688833780269000000,1688833840260000000,0
FlushQueue.queueSizeAvg,1688833780269000000,1688833840260000000,0.06434782608695652
NonBlockingReadAction.finalizedExecutionTimeUs,1688833780269000000,1688833840260000000,0
NonBlockingReadAction.failedExecutionsCount,1688833780269000000,1688833840260000000,0
AWTEventQueue.eventsDispatched,1688833780269000000,1688833840260000000,670
FlushQueue.queueSize90P,1688833780269000000,1688833840260000000,0
FlushQueue.executionTime90PNs,1688833780269000000,1688833840260000000,157695
FlushQueue.waitingTime90PNs,1688833780269000000,1688833840260000000,1114111
FlushQueue.queueSizeMax,1688833780269000000,1688833840260000000,1
FlushQueue.tasksExecuted,1688833780269000000,1688833840260000000,575
FlushQueue.waitingTimeMaxNs,1688833780269000000,1688833840260000000,4063231
AWTEventQueue.dispatchTimeAvgNs,1688833780269000000,1688833840260000000,424399.18805970147
NonBlockingReadAction.finalizedExecutionsCount,1688833780269000000,1688833840260000000,0
FlushQueue.executionTimeAvgNs,1688833780269000000,1688833840260000000,79929.98956521739
AWTEventQueue.dispatchTimeMaxNs,1688833780269000000,1688833840260000000,5701631
AWTEventQueue.dispatchTime90PNs,1688833780269000000,1688833840260000000,606207
FlushQueue.executionTimeMaxNs,1688833780269000000,1688833840260000000,991231
NonBlockingReadAction.failedExecutionTimeUs,1688833780269000000,1688833840260000000,0
FlushQueue.waitingTimeAvgNs,1688833780269000000,1688833840260000000,546246.1217391305
FilePageCache.totalPageDisposalsUs,1688833840260000000,1688833900261000000,0
FilePageCache.maxRegisteredFiles,1688833840260000000,1688833900261000000,708
DirectByteBufferAllocator.hits,1688833840260000000,1688833900261000000,0
FilePageCache.totalPageLoadsUs,1688833840260000000,1688833900261000000,0
StorageLockContext.competingThreads.90P,1688833840260000000,1688833900261000000,0
FilePageCache.pageHits,1688833840260000000,1688833900261000000,0
DirectByteBufferAllocator.misses,1688833840260000000,1688833900261000000,0
FilePageCache.disposedBuffers,1688833840260000000,1688833900261000000,0
StorageLockContext.competingThreads.max,1688833840260000000,1688833900261000000,0
StorageLockContext.competingThreads.avg,1688833840260000000,1688833900261000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1688833840260000000,1688833900261000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1688833840260000000,1688833900261000000,0
FilePageCache.pageLoads,1688833840260000000,1688833900261000000,0
DirectByteBufferAllocator.disposed,1688833840260000000,1688833900261000000,0
FilePageCache.pageFastCacheHits,1688833840260000000,1688833900261000000,0
FilePageCache.uncachedFileAccess,1688833840260000000,1688833900261000000,0
FilePageCache.capacityInBytes,1688833840260000000,1688833900261000000,524288000
DirectByteBufferAllocator.reclaimed,1688833840260000000,1688833900261000000,0
FilePageCache.maxCacheSizeInBytes,1688833840260000000,1688833900261000000,367648768
FileNameCache.queries,1688833840260000000,1688833900261000000,908
FileNameCache.fastMisses,1688833840260000000,1688833900261000000,4
FileNameCache.totalMisses,1688833840260000000,1688833900261000000,0
FlushQueue.queueSizeAvg,1688833840260000000,1688833900261000000,0.06968641114982578
NonBlockingReadAction.finalizedExecutionTimeUs,1688833840260000000,1688833900261000000,0
NonBlockingReadAction.failedExecutionsCount,1688833840260000000,1688833900261000000,0
AWTEventQueue.eventsDispatched,1688833840260000000,1688833900261000000,665
FlushQueue.queueSize90P,1688833840260000000,1688833900261000000,0
FlushQueue.executionTime90PNs,1688833840260000000,1688833900261000000,122367
FlushQueue.waitingTime90PNs,1688833840260000000,1688833900261000000,839679
FlushQueue.queueSizeMax,1688833840260000000,1688833900261000000,2
FlushQueue.tasksExecuted,1688833840260000000,1688833900261000000,574
FlushQueue.waitingTimeMaxNs,1688833840260000000,1688833900261000000,4554751
AWTEventQueue.dispatchTimeAvgNs,1688833840260000000,1688833900261000000,385825.1067669173
NonBlockingReadAction.finalizedExecutionsCount,1688833840260000000,1688833900261000000,0
FlushQueue.executionTimeAvgNs,1688833840260000000,1688833900261000000,67692.6550522648
AWTEventQueue.dispatchTimeMaxNs,1688833840260000000,1688833900261000000,6062079
AWTEventQueue.dispatchTime90PNs,1688833840260000000,1688833900261000000,692223
FlushQueue.executionTimeMaxNs,1688833840260000000,1688833900261000000,831487
NonBlockingReadAction.failedExecutionTimeUs,1688833840260000000,1688833900261000000,0
FlushQueue.waitingTimeAvgNs,1688833840260000000,1688833900261000000,494127.60975609755
